Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Metafield: custom.allowed_countries [list.single_line_text_field],Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Header (product.metafields.custom.header),Bedding size (product.metafields.shopify.bedding-size),Care instructions (product.metafields.shopify.care-instructions),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Warmth level (product.metafields.shopify.warmth-level),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Norway,Price / Norway,Compare At Price / Norway,Included / European Union,Price / European Union,Compare At Price / European Union,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Included / United States,Price / United States,Compare At Price / United States,Status
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,,Boudoir,,,Medium,,,,,PIL-500-BDR-MED,,0.0,,0,deny,manual,180.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,1680.00,,,160.00,,,140.00,,,,,
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,,Boudoir,,,Firm,,,,,PIL-500-BDR-FRM,,0.0,,0,deny,manual,210.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,1960.00,,,190.00,,,160.00,,,,,
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,,Standard,,,Soft,,,,,PIL-500-STD-SFT,"[""UK"",""EURO"",""NO"",""US""]",0.0,,0,deny,manual,355.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,3310.00,,,310.00,,,270.00,,,,,
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,,Standard,,,Medium,,,,,PIL-500-STD-MED,"[""UK"",""EURO"",""NO"",""US""]",0.0,,0,deny,manual,380.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,3550.00,,,330.00,,,280.00,,,,,
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,,Standard,,,Firm,,,,,PIL-500-STD-FRM,"[""UK"",""EURO"",""NO"",""US""]",0.0,,0,deny,manual,420.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,3920.00,,,370.00,,,310.00,,,,,
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,,Euro/Square,,,Soft,,,,,PIL-500-EUR-SFT,"[""UK"",""EURO"",""NO"",""US""]",0.0,,0,deny,manual,415.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,3870.00,,,360.00,,,310.00,,,,,
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,,Euro/Square,,,Medium,,,,,PIL-500-EUR-MED,"[""UK"",""EURO"",""NO"",""US""]",0.0,,0,deny,manual,460.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,4290.00,,,400.00,,,340.00,,,,,
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,,Euro/Square,,,Firm,,,,,PIL-500-EUR-FRM,"[""UK"",""EURO"",""NO"",""US""]",0.0,,0,deny,manual,500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,4670.00,,,440.00,,,370.00,,,,,
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,,Queen,,,Soft,,,,,PIL-500-QUN-SFT,"[""US""]",0.0,,0,deny,manual,355.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,3310.00,,,310.00,,,270.00,,,,,
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,,Queen,,,Medium,,,,,PIL-500-QUN-MED,"[""US""]",0.0,,0,deny,manual,380.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,3550.00,,,330.00,,,280.00,,,,,
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,,Queen,,,Firm,,,,,PIL-500-QUN-FRM,"[""US""]",0.0,,0,deny,manual,420.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,3920.00,,,370.00,,,310.00,,,,,
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,,King,,,Soft,,,,,PIL-500-KNG-SFT,"[""UK"",""EURO"",""NO"",""US""]",0.0,,0,deny,manual,415.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,3870.00,,,360.00,,,310.00,,,,,
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,,King,,,Medium,,,,,PIL-500-KNG-MED,"[""UK"",""EURO"",""NO"",""US""]",0.0,,0,deny,manual,460.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,4290.00,,,400.00,,,340.00,,,,,
european-white-goose-60-down-pillows-fill-power-500,,,,,,,,,King,,,Firm,,,,,PIL-500-KNG-FRM,"[""UK"",""EURO"",""NO"",""US""]",0.0,,0,deny,manual,500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,4670.00,,,440.00,,,370.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,"European White Goose, 90% Down Duvet, Fill Power 755","<p>European White Goose, 90% down and 10% feathers, fill power 755 (EU).</p>
<p>Greatly exceeds the worldwide threshold for luxury at 600-700 fill power (EU).</p>
<p>Large and airy down clusters with good density and ability to trap air between the fibres for insulation and breathability.</p>
<p>Available in Summer, All-year, Winter and Polar and therefore suitable for all climates and all possible personal preferences. Can also be tailor-made to individual tastes. Each duvet is made to order with a three week lead time.</p>",Norvegr,Home & Garden > Linens & Bedding > Bedding > Quilts & Comforters,Duvets,"Duvets, Premium Collection, Top Picks",true,Size,Single,,Weight,Summer,,,,,DVT-755-SNG-SUM,,0.0,,0,deny,manual,975.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/classic-down-duvets.jpg?v=1787653729,1,755 fill power european white goose down duvet collection hero image,false,Classic Goose Down Duvet | Fill Power 755 | Norvegr,"Classic Collection 90% European White Goose down duvet, fill power 755. Luxurious warmth and breathability for every climate. All sizes. Made to order.",,single; double; king; twin; queen; california-king; twin-xl,other,white,,lightweight-summer; medium-all-season; extra-warm; warm-winter,,,,,,kg,,,true,9090.00,,true,850.00,,true,720.00,,true,,,active
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Single,,,All Year,,,,,DVT-755-SNG-ALY,,0.0,,0,deny,manual,1125.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_27_Packaging_023.jpg?v=1786100425,2,Norvegr packaging for 755 fill power European White Goose down duvet,,,,,,,,,,,,,,,kg,,,,10490.00,,,980.00,,,830.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Single,,,Winter,,,,,DVT-755-SNG-WIN,,0.0,,0,deny,manual,1420.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_32_Rolled_Up_Duvet_009-1.Classic-2048x1366.jpg?v=1786100424,3,Rolled 755 fill power European White Goose down duvet showing channel construction,,,,,,,,,,,,,,,kg,,,,13240.00,,,1230.00,,,1050.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Single,,,Polar,,,,,DVT-755-SNG-POL,,0.0,,0,deny,manual,1825.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_37_Rolled_up_Duvet_091-copy-3.Classic-2048x1366.jpg?v=1786100425,4,Rolled 755 fill power European White Goose down duvet showing channel construction,,,,,,,,,,,,,,,kg,,,,17020.00,,,1580.00,,,1350.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Double,,,Summer,,,,,DVT-755-DBL-SUM,,0.0,,0,deny,manual,1300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_42_Rolled_up_Duvet_106.Classic-2048x1366.jpg?v=1786100425,5,Rolled 755 fill power European White Goose down duvet showing channel construction,,,,,,,,,,,,,,,kg,,,,12120.00,,,1130.00,,,960.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Double,,,All Year,,,,,DVT-755-DBL-ALY,,0.0,,0,deny,manual,1505.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_74_Rolled_up_Duvet_112.Classic-scaled.jpg?v=1786100425,6,Rolled 755 fill power European White Goose down duvet showing channel construction,,,,,,,,,,,,,,,kg,,,,14030.00,,,1300.00,,,1110.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Double,,,Winter,,,,,DVT-755-DBL-WIN,,0.0,,0,deny,manual,1925.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,17950.00,,,1660.00,,,1420.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Double,,,Polar,,,,,DVT-755-DBL-POL,,0.0,,0,deny,manual,2515.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,23450.00,,,2170.00,,,1860.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Superking,,,Summer,,,,,DVT-755-SKG-SUM,,0.0,,0,deny,manual,1725.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,16080.00,,,1490.00,,,1270.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Superking,,,All Year,,,,,DVT-755-SKG-ALY,,0.0,,0,deny,manual,1995.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,18600.00,,,1730.00,,,1470.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Superking,,,Winter,,,,,DVT-755-SKG-WIN,,0.0,,0,deny,manual,2540.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,23680.00,,,2200.00,,,1870.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Superking,,,Polar,,,,,DVT-755-SKG-POL,,0.0,,0,deny,manual,3390.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,31600.00,,,2930.00,,,2500.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Superking Extra Long,,,Summer,,,,,DVT-755-SKX-SUM,,0.0,,0,deny,manual,1880.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,17530.00,,,1630.00,,,1390.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Superking Extra Long,,,All Year,,,,,DVT-755-SKX-ALY,,0.0,,0,deny,manual,2150.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,20050.00,,,1860.00,,,1590.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Superking Extra Long,,,Winter,,,,,DVT-755-SKX-WIN,,0.0,,0,deny,manual,2700.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,25170.00,,,2330.00,,,1990.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Superking Extra Long,,,Polar,,,,,DVT-755-SKX-POL,,0.0,,0,deny,manual,3680.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,34310.00,,,3180.00,,,2710.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Emperor,,,Summer,,,,,DVT-755-EMP-SUM,,0.0,,0,deny,manual,2255.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,21020.00,,,1950.00,,,1660.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Emperor,,,All Year,,,,,DVT-755-EMP-ALY,,0.0,,0,deny,manual,2570.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,23960.00,,,2220.00,,,1900.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Emperor,,,Winter,,,,,DVT-755-EMP-WIN,,0.0,,0,deny,manual,3190.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,29740.00,,,2760.00,,,2350.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Emperor,,,Polar,,,,,DVT-755-EMP-POL,,0.0,,0,deny,manual,4400.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,41020.00,,,3800.00,,,3240.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Alaskan King,,,Summer,,,,,DVT-755-ALK-SUM,,0.0,,0,deny,manual,3915.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,36500.00,,,3380.00,,,2890.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Alaskan King,,,All Year,,,,,DVT-755-ALK-ALY,,0.0,,0,deny,manual,4565.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,42560.00,,,3940.00,,,3360.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Alaskan King,,,Winter,,,,,DVT-755-ALK-WIN,,0.0,,0,deny,manual,6035.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,56260.00,,,5210.00,,,4440.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Alaskan King,,,Polar,,,,,DVT-755-ALK-POL,,0.0,,0,deny,manual,8965.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,83570.00,,,7740.00,,,6600.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Full,,,Summer,,,,,DVT-755-FUL-SUM,,0.0,,0,deny,manual,1475.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,13750.00,,,1280.00,,,1090.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Full,,,All Year,,,,,DVT-755-FUL-ALY,,0.0,,0,deny,manual,1695.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,15800.00,,,1470.00,,,1250.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Full,,,Winter,,,,,DVT-755-FUL-WIN,,0.0,,0,deny,manual,2160.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,20140.00,,,1870.00,,,1590.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Full,,,Polar,,,,,DVT-755-FUL-POL,,0.0,,0,deny,manual,2765.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,25780.00,,,2390.00,,,2040.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Twin,,,Summer,,,,,DVT-755-TWN-SUM,,0.0,,0,deny,manual,1275.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,11890.00,,,1100.00,,,940.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Twin,,,All Year,,,,,DVT-755-TWN-ALY,,0.0,,0,deny,manual,1450.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,13520.00,,,1260.00,,,1070.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Twin,,,Winter,,,,,DVT-755-TWN-WIN,,0.0,,0,deny,manual,1760.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,16410.00,,,1520.00,,,1300.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Twin,,,Polar,,,,,DVT-755-TWN-POL,,0.0,,0,deny,manual,2115.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,19720.00,,,1830.00,,,1560.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Queen,,,Summer,,,,,DVT-755-QUN-SUM,,0.0,,0,deny,manual,1675.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,15620.00,,,1450.00,,,1240.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Queen,,,All Year,,,,,DVT-755-QUN-ALY,,0.0,,0,deny,manual,1910.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,17810.00,,,1650.00,,,1410.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Queen,,,Winter,,,,,DVT-755-QUN-WIN,,0.0,,0,deny,manual,2385.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,22240.00,,,2060.00,,,1760.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Queen,,,Polar,,,,,DVT-755-QUN-POL,,0.0,,0,deny,manual,3200.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,29830.00,,,2760.00,,,2360.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,XL Twin,,,Summer,,,,,DVT-755-XLT-SUM,,0.0,,0,deny,manual,1400.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,13050.00,,,1210.00,,,1030.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,XL Twin,,,All Year,,,,,DVT-755-XLT-ALY,,0.0,,0,deny,manual,1610.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,15010.00,,,1390.00,,,1190.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,XL Twin,,,Winter,,,,,DVT-755-XLT-WIN,,0.0,,0,deny,manual,1975.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,18410.00,,,1710.00,,,1460.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,XL Twin,,,Polar,,,,,DVT-755-XLT-POL,,0.0,,0,deny,manual,2670.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,24890.00,,,2310.00,,,1970.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,California King,,,Summer,,,,,DVT-755-CAK-SUM,,0.0,,0,deny,manual,1880.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,17530.00,,,1630.00,,,1390.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,California King,,,All Year,,,,,DVT-755-CAK-ALY,,0.0,,0,deny,manual,2150.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,20050.00,,,1860.00,,,1590.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,California King,,,Winter,,,,,DVT-755-CAK-WIN,,0.0,,0,deny,manual,2700.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,25170.00,,,2330.00,,,1990.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,California King,,,Polar,,,,,DVT-755-CAK-POL,,0.0,,0,deny,manual,3680.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,34310.00,,,3180.00,,,2710.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,King,,,Summer,,,,,DVT-755-KNG-SUM,,0.0,,0,deny,manual,1535.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,14310.00,,,1330.00,,,1130.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,King,,,All Year,,,,,DVT-755-KNG-ALY,,0.0,,0,deny,manual,1770.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,16500.00,,,1530.00,,,1310.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,King,,,Winter,,,,,DVT-755-KNG-WIN,,0.0,,0,deny,manual,2240.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,20880.00,,,1940.00,,,1650.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,King,,,Polar,,,,,DVT-755-KNG-POL,,0.0,,0,deny,manual,2930.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,27320.00,,,2530.00,,,2160.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Imperial King,,,Summer,,,,,DVT-755-IMK-SUM,,0.0,,0,deny,manual,2255.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,21020.00,,,1950.00,,,1660.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Imperial King,,,All Year,,,,,DVT-755-IMK-ALY,,0.0,,0,deny,manual,2570.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,23960.00,,,2220.00,,,1900.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Imperial King,,,Winter,,,,,DVT-755-IMK-WIN,,0.0,,0,deny,manual,3190.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,29740.00,,,2760.00,,,2350.00,,,,,
european-white-goose-755-fill-power-90-down-duvet,,,,,,,,,Imperial King,,,Polar,,,,,DVT-755-IMK-POL,,0.0,,0,deny,manual,4400.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,41020.00,,,3800.00,,,3240.00,,,,,
european-white-goose-90-down-pillows-fill-power-625,"European White Goose, 90% Down Pillows, Fill Power 625","<p>European White Goose down, 90% down and 10% feathers. Fill power 625 (EU).</p>
<p>Each size is available in soft, medium and firm versions.</p>
<p>The price is per single pillow. Each pillow is made to order with a three week lead time.</p>
<p>These are exactly in the middle of our firmness scale and offer a blend of support, bounce and softness. This is the optimal collection for those desiring the best of both worlds – softness and firmness. The small, soft feathers never poke out of the pillow.</p>
<p>We recommend to ship the pillow back to us every five years for complete &lt;a href=""https://stage.norvegr.com/lifetime-products/""&gt;restoration&lt;/a&gt;. The down inside these pillows is very durable and can be restored up to four times without the quality decreasing – thereby lasting at least 25 years if maintained properly. The restoration cost is the retail price at the time of restoration, divided by four. Shipping back and forth is extra, but thanks to a generous discount with our courier, costs are modest. We will gladly help arrange your product’s return to make the process as effortless as possible for you.</p>",Norvegr,Home & Garden > Linens & Bedding > Bedding > Pillows,Pillows,"Classic Collection, Pillows",true,Size,Boudoir XL,,Firmness,Soft,,,,,PIL-625-BDX-SFT,,0.0,,0,deny,manual,215.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_4_european-goose-100-down-pillows.jpg?v=1787913007,1,European White Goose down pillow collection hero image,false,Classic Goose Down Pillows | Fill Power 625 | Norvegr,"Classic Collection 90% goose down pillows, fill power 625. Perfect balance of support, bounce and softness. Soft, medium and firm.",,,,,,,,,,,,kg,,,true,2010.00,,true,190.00,,true,160.00,,true,,,active
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,,Boudoir XL,,,Medium,,,,,PIL-625-BDX-MED,,0.0,,0,deny,manual,250.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_54_Pillow_079-scaled.jpg?v=1787913007,2,500 fill power european white goose down pillow on bed,,,,,,,,,,,,,,,kg,,,,2340.00,,,220.00,,,190.00,,,,,
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,,Boudoir XL,,,Firm,,,,,PIL-625-BDX-FRM,,0.0,,0,deny,manual,290.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_53_Pillow_044-scaled.jpg?v=1787913007,3,500 fill power european white goose down pillow on bed,,,,,,,,,,,,,,,kg,,,,2710.00,,,260.00,,,220.00,,,,,
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,,Boudoir,,,Soft,,,,,PIL-625-BDR-SFT,,0.0,,0,deny,manual,175.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/1020/3765/1794/files/imgi_33_Pillow_Down_005-Premium.jpg?v=1787913007,4,Close-up of down fill in 500 fill power European White Goose down pillow,,,,,,,,,,,,,,,kg,,,,1640.00,,,160.00,,,130.00,,,,,
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,,Boudoir,,,Medium,,,,,PIL-625-BDR-MED,,0.0,,0,deny,manual,200.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,1870.00,,,180.00,,,150.00,,,,,
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,,Boudoir,,,Firm,,,,,PIL-625-BDR-FRM,,0.0,,0,deny,manual,235.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,2200.00,,,210.00,,,180.00,,,,,
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,,Standard,,,Soft,,,,,PIL-625-STD-SFT,"[""UK"",""EURO"",""NO"",""US""]",0.0,,0,deny,manual,395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,3690.00,,,350.00,,,300.00,,,,,
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,,Standard,,,Medium,,,,,PIL-625-STD-MED,"[""UK"",""EURO"",""NO"",""US""]",0.0,,0,deny,manual,445.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,4150.00,,,390.00,,,330.00,,,,,
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,,Standard,,,Firm,,,,,PIL-625-STD-FRM,"[""UK"",""EURO"",""NO"",""US""]",0.0,,0,deny,manual,495.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,4620.00,,,430.00,,,370.00,,,,,
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,,Euro/Square,,,Soft,,,,,PIL-625-EUR-SFT,"[""UK"",""EURO"",""NO"",""US""]",0.0,,0,deny,manual,500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,4670.00,,,440.00,,,370.00,,,,,
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,,Euro/Square,,,Medium,,,,,PIL-625-EUR-MED,"[""UK"",""EURO"",""NO"",""US""]",0.0,,0,deny,manual,565.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,5270.00,,,490.00,,,420.00,,,,,
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,,Euro/Square,,,Firm,,,,,PIL-625-EUR-FRM,"[""UK"",""EURO"",""NO"",""US""]",0.0,,0,deny,manual,625.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,5830.00,,,540.00,,,460.00,,,,,
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,,Queen,,,Soft,,,,,PIL-625-QUN-SFT,"[""US""]",0.0,,0,deny,manual,395.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,3690.00,,,350.00,,,300.00,,,,,
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,,Queen,,,Medium,,,,,PIL-625-QUN-MED,"[""US""]",0.0,,0,deny,manual,445.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,4150.00,,,390.00,,,330.00,,,,,
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,,Queen,,,Firm,,,,,PIL-625-QUN-FRM,"[""US""]",0.0,,0,deny,manual,495.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,4620.00,,,430.00,,,370.00,,,,,
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,,King,,,Soft,,,,,PIL-625-KNG-SFT,"[""UK"",""EURO"",""NO"",""US""]",0.0,,0,deny,manual,500.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,4670.00,,,440.00,,,370.00,,,,,
european-white-goose-90-down-pillows-fill-power-625,,,,,,,,,King,,,Medium,,,,,PIL-625-KNG-MED,"[""UK"",""EURO"",""NO"",""US""]",0.0,,0,deny,manual,565.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,kg,,,,5270.00,,,490.00,,,420.00,,,,,
